,ALLGRADEX,SEGRADES,CENREG,EDCPUB,EDCCAT,EDCREL,EDCPRI,EDCINTK12,EDCHSFL,DISTASSI,SCHRTSCHL,SCHLMAGNET,SEENJOY,SEABSNT,FCSCHOOL,FCTEACHR,FCSTDS,FHHOME,FHWKHRS,FOSTORY2X,FOCRAFTS,FOGAMES,FOBUILDX,FOSPORT,FORESPON,FOHISTX,FODINNERX,FOLIBRAYX,FOBOOKSTX,FOCONCRTX,FOMUSEUMX,FOZOOX,FOGROUPX,HHENGLISH,CSPEAKX,HHTOTALXX,HHPRTNRSX,P1REL,P1SEX,P1AGE,P2AGE,P2REL,P2SEX,P2MRSTA,PAR1EMPL,PAR1FTFY,PAR2FTFY,NUMSIBSX,TTLHHINC,OWNRNTHB,HVINTSPHO,HVINTCOM,INTACC,CHLDNT,LRNCOMP,LRNTAB,LRNCELL
90,4,2,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,4,1,1,1,1,1,1,1,2,5,1,2,1,2,2,2,1,2,4.0,0.0,1,2,43,40,1,1,1,1,2,1,1,9,1,1.0,1.0,1.0,2.0,2.0,1.0,2.0
91,15,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,1,4,20,2,2,2,2,1,1,1,7,2,2,2,1,2,1,1,2,4.0,0.0,1,2,55,56,1,1,1,4,3,1,1,12,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
92,11,1,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,3,1,1,2,2,3,9,1,2,1,2,2,1,1,4,1,1,1,2,2,1,1,2,4.0,0.0,1,1,44,43,1,2,1,2,2,2,1,12,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0
93,4,1,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,1,2,2,1,2,1,1,2,1,2,5,2,2,2,2,2,1,1,2,6.0,0.0,1,2,34,35,1,1,1,2,2,1,3,9,1,1.0,1.0,1.0,2.0,1.0,1.0,2.0
94,14,3,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,3,1,2,2,2,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,4.0,0.0,1,1,49,48,1,2,1,1,1,1,1,10,1,1.0,1.0,1.0,3.0,1.0,2.0,1.0
95,15,2,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,2,3,2,1,2,2,2,2,2,1,2,3,2,2,2,2,2,2,1,2,4.0,0.0,1,1,56,53,1,2,1,1,1,1,1,9,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
96,14,2,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,1.0,2,1,1,2,1,3,15,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,4.0,0.0,1,1,54,54,1,2,1,1,1,1,1,9,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
97,11,3,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2,1,1,1,1,2,3,2,2,1,1,1,1,1,5,1,2,1,1,2,1,1,2,5.0,0.0,4,2,59,50,4,1,1,4,3,3,0,8,1,1.0,1.0,1.0,2.0,1.0,1.0,2.0
98,9,2,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1,2.0,2,1,1,1,1,4,30,2,2,2,1,1,1,1,7,1,1,1,2,2,1,2,2,5.0,0.0,1,2,45,60,1,1,5,1,1,1,2,3,1,1.0,2.0,3.0,2.0,1.0,1.0,1.0
99,14,2,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,2,2,3,3,2,2,2,2,1,1,2,3,2,2,2,2,2,1,1,2,4.0,0.0,1,2,43,43,1,1,1,1,2,1,1,10,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
100,11,2,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,1,7,2,2,2,1,1,1,1,7,2,2,1,2,2,1,1,4,5.0,0.0,1,2,37,42,1,1,1,4,2,1,2,1,2,1.0,1.0,1.0,2.0,1.0,1.0,1.0
101,8,1,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2.0,1,1,1,2,2,3,10,2,2,2,2,1,1,2,2,1,1,1,2,2,1,2,2,4.0,0.0,1,2,41,50,1,1,1,4,3,1,1,9,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102,10,1,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,2,4,4,1,1,1,1,1,1,2,5,2,2,1,2,2,1,1,2,4.0,0.0,1,2,43,43,1,1,1,2,2,1,1,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
103,8,1,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2,1,3,1,4,4,1,2,1,2,1,1,2,2,7,1,1,2,2,2,1,1,2,4.0,0.0,1,2,39,39,1,1,1,2,2,1,1,8,1,1.0,1.0,1.0,2.0,1.0,1.0,2.0
104,12,3,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,2,2,2,2,3,8,2,1,1,1,1,1,1,5,2,2,2,2,2,2,1,4,5.0,0.0,1,2,50,56,1,1,1,4,3,1,2,7,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
105,5,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,1,1,1,1,2,1,2,1,1,2,3,2,2,2,2,2,1,1,2,3.0,0.0,5,2,52,55,5,1,1,1,1,1,0,8,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
106,8,1,3,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2,1,1,1,1,2,1,1,1,1,1,1,1,2,6,1,2,1,1,2,1,1,2,6.0,0.0,1,1,37,35,1,2,1,1,2,1,3,5,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
107,8,1,4,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2.0,2,1,2,1,2,3,5,1,1,1,1,1,1,2,5,1,1,2,2,2,1,1,2,4.0,0.0,1,1,39,36,1,2,1,1,1,1,1,9,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
108,11,2,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,1,3,5,2,1,2,1,2,2,1,3,1,2,1,2,2,2,1,2,4.0,0.0,1,2,46,44,1,1,1,4,3,2,1,4,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
109,10,1,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,1,1,1,2,2,1,1,1,1,1,3,2,2,1,2,2,1,1,2,5.0,0.0,1,2,46,46,1,1,1,2,2,1,2,9,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
110,14,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,2,1,3,10,1,2,1,2,2,2,1,5,2,2,2,2,2,2,1,2,5.0,0.0,1,2,45,46,1,1,1,2,2,1,2,11,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
111,13,1,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,2,1,4,12,1,2,2,1,1,1,1,5,2,2,2,2,2,2,1,2,4.0,0.0,1,1,42,42,1,2,1,1,1,1,1,9,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
112,15,2,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,1,4,10,1,2,1,2,1,1,2,5,2,1,2,1,2,1,1,2,4.0,0.0,1,2,58,64,1,1,1,1,1,1,1,8,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
113,8,2,4,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2.0,1,1,1,1,1,4,3,1,1,1,2,1,1,1,5,1,1,2,1,1,2,2,2,4.0,0.0,1,2,41,39,1,1,1,4,2,1,1,3,2,1.0,1.0,1.0,1.0,1.0,2.0,2.0
114,9,1,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,2,2,3,4,2,2,2,1,2,1,2,4,2,2,2,2,2,2,1,2,5.0,0.0,1,1,42,42,1,2,1,1,1,2,2,8,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0
115,11,2,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,1,1,3,20,2,2,2,2,2,1,2,3,2,2,2,2,2,1,1,2,4.0,0.0,1,1,56,54,1,2,1,1,1,1,1,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
116,8,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1,2.0,1,1,1,1,2,3,5,1,2,2,1,1,1,1,7,2,2,2,2,2,2,2,4,5.0,0.0,1,1,50,45,1,2,1,1,1,3,2,4,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
117,12,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,2,0,1,2,1,2,1,1,1,2,2,2,2,2,2,1,1,2,3.0,0.0,1,2,56,53,1,1,1,2,2,2,1,3,2,1.0,1.0,1.0,1.0,1.0,2.0,2.0
118,9,2,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,1,3,5,2,2,1,2,1,1,2,5,2,2,1,2,2,1,1,2,7.0,0.0,3,1,46,44,1,2,1,1,1,2,3,7,2,1.0,1.0,1.0,1.0,1.0,2.0,2.0
119,10,1,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1,2.0,4,3,1,1,1,4,20,1,1,1,1,1,1,1,0,2,2,2,2,2,2,1,6,3.0,0.0,1,1,57,56,1,2,1,1,1,3,0,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
120,15,2,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,1,3,4,2,2,1,1,2,2,2,7,2,2,2,2,2,1,1,6,5.0,0.0,1,2,42,47,1,1,1,1,1,1,1,12,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0
121,15,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,2,3,2,2,1,1,1,2,2,5,2,2,2,2,2,1,1,2,5.0,0.0,1,2,50,47,1,1,1,4,2,1,2,9,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
122,12,1,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1.0,2,1,2,2,1,3,10,1,2,2,2,2,2,2,5,2,2,2,2,2,1,1,2,4.0,0.0,1,2,35,37,3,1,1,1,1,1,1,9,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0
123,13,1,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,1,2,4,1,2,1,2,1,1,1,5,2,2,2,2,2,1,1,2,4.0,0.0,1,2,44,43,1,1,1,2,2,1,1,8,1,1.0,1.0,1.0,3.0,1.0,1.0,1.0
124,12,1,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,1,4,10,2,2,2,2,2,1,1,7,2,2,2,2,2,2,1,2,3.0,0.0,1,2,49,54,1,1,1,4,3,1,0,8,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0
125,13,2,4,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2,1,1,2,2,2,3,1,2,2,1,2,1,1,6,2,2,2,2,2,2,1,2,3.0,0.0,2,1,53,52,2,2,1,1,1,2,0,6,1,1.0,1.0,1.0,2.0,1.0,2.0,1.0
126,7,2,4,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,3,1,2,1,1,3,4,1,2,1,1,1,1,1,4,1,1,1,2,2,1,1,2,4.0,0.0,1,2,39,41,1,1,1,4,3,1,1,8,1,1.0,1.0,1.0,3.0,1.0,1.0,2.0
127,7,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,4,6,1,1,1,2,2,1,1,6,1,2,1,2,2,1,1,2,4.0,0.0,1,2,49,52,1,1,1,4,3,1,1,9,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0
128,12,1,4,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,1,1,1,1,1,3,7,1,1,1,1,1,1,1,6,2,1,1,2,2,2,1,2,4.0,0.0,1,2,39,46,1,1,1,1,1,1,1,7,1,1.0,2.0,3.0,3.0,1.0,2.0,1.0
129,7,1,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,4,5,1,1,1,1,1,1,1,7,1,1,1,2,2,1,1,2,4.0,0.0,1,1,40,38,1,2,1,1,1,2,1,10,1,1.0,1.0,1.0,2.0,1.0,1.0,2.0
130,10,1,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,2,2,1,1,2,2,2,2,1,1,2,5,2,2,1,2,2,2,1,4,5.0,0.0,1,2,35,35,1,1,1,2,2,1,2,10,1,1.0,1.0,1.0,2.0,1.0,2.0,2.0
131,10,1,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,2,2,2,2,2,4,2,1,2,1,1,1,2,6,1,2,2,1,2,1,1,2,6.0,0.0,1,1,51,45,1,2,1,1,1,1,3,10,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0
132,13,1,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,2,1,2,2,1,1,1,1,1,1,1,3,2,2,1,2,2,2,1,2,3.0,0.0,1,1,56,53,1,2,1,1,1,1,0,9,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
133,14,2,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,1,3,4,2,2,1,2,2,1,1,7,1,2,2,2,2,2,2,4,4.0,0.0,1,1,53,52,1,2,1,1,2,2,1,8,2,1.0,1.0,1.0,2.0,1.0,2.0,1.0
134,8,2,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1,2.0,2,1,1,2,1,3,10,1,1,1,1,1,1,1,5,2,1,1,1,1,1,1,2,4.0,0.0,3,1,37,30,1,2,1,1,1,1,1,5,2,1.0,2.0,3.0,2.0,2.0,2.0,1.0
135,15,3,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1,1.0,2,1,1,1,1,2,3,2,2,2,2,1,1,1,7,1,2,2,2,2,2,2,2,5.0,0.0,1,1,50,50,1,2,1,1,1,3,2,11,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
136,14,1,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,2,1,1,1,3,10,2,2,2,2,1,1,1,0,1,2,2,2,2,2,1,2,5.0,0.0,5,2,65,61,5,1,1,2,2,3,1,4,1,1.0,2.0,3.0,1.0,1.0,2.0,1.0
137,15,1,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,1,1,1,1,1,2,5,2,2,2,2,1,1,1,4,1,2,2,2,2,2,1,2,4.0,0.0,1,2,41,44,1,1,1,1,1,2,1,10,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0
138,10,3,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,3,2,1,1,1,4,5,2,2,2,2,1,1,2,5,2,1,2,1,2,1,1,2,3.0,0.0,1,2,43,50,1,1,1,1,1,1,0,9,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
139,15,1,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,2,1,3,5,2,2,1,1,1,1,1,3,2,2,1,1,2,2,1,3,5.0,0.0,1,1,48,48,1,2,1,1,1,2,2,7,1,1.0,1.0,1.0,2.0,1.0,2.0,1.0
140,7,1,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,1,1,2,1,1,2,1,2,2,4,1,2,1,1,1,2,1,2,4.0,0.0,1,2,39,41,1,1,1,2,2,1,1,12,1,1.0,1.0,1.0,2.0,1.0,1.0,2.0
141,15,1,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,2,1,3,10,1,2,2,2,1,1,2,4,2,2,2,2,2,2,1,2,3.0,0.0,1,1,55,54,1,2,1,1,1,1,0,4,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
142,15,2,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,2,1,4,10,1,2,2,2,1,2,2,7,2,2,2,2,2,2,1,2,4.0,0.0,5,1,71,45,1,2,5,4,2,2,1,7,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0
143,14,1,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,2,2,1,2,3,7,1,2,2,1,1,1,1,5,2,2,2,2,2,2,1,2,4.0,0.0,1,2,49,47,1,1,1,1,1,1,1,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
144,14,1,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,1,2,3.0,0.0,1,2,54,48,3,1,1,1,1,1,0,7,1,1.0,2.0,3.0,2.0,1.0,2.0,1.0
145,15,1,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,1,2,3,4,2,1,1,2,2,2,2,6,1,1,2,2,1,1,2,3,4.0,0.0,1,2,47,46,1,1,1,2,2,2,1,9,2,1.0,1.0,1.0,3.0,1.0,2.0,1.0
146,9,1,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,2,2,1,2,1,2,1,1,1,3,2,1,2,2,2,2,1,2,5.0,0.0,1,2,40,43,1,1,1,2,2,1,2,8,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
147,15,1,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,2,1,3,10,2,2,1,1,1,2,1,4,2,1,1,2,2,1,1,2,4.0,0.0,1,1,54,54,1,2,1,1,1,3,1,9,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
148,7,2,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,1,3,5,1,1,1,1,1,1,1,7,2,2,2,2,2,1,1,2,4.0,0.0,1,2,34,36,1,1,1,1,1,1,1,8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
149,11,1,4,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2.0,1,1,1,1,1,3,8,1,2,2,1,1,1,1,6,2,1,1,1,2,1,1,2,3.0,0.0,1,2,37,69,1,1,1,1,1,3,0,9,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
150,12,1,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,2,2,2,3,2,2,2,1,1,1,1,1,7,2,1,1,2,1,1,1,2,5.0,0.0,1,2,47,61,1,1,1,4,2,1,2,9,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
151,14,1,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,3,2,2,2,2,2,2,2,1,3,1,2,1,2,2,1,1,2,5.0,0.0,1,2,55,57,1,1,4,1,1,2,2,4,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
152,13,1,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1.0,2,1,1,1,1,3,8,2,2,2,2,1,1,2,4,2,2,2,2,2,2,1,2,3.0,0.0,1,2,48,48,1,1,1,4,3,1,0,12,1,1.0,1.0,1.0,1.0,2.0,2.0,2.0
153,12,2,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2,2,1,1,1,1,1,1,2,2,1,2,2,1,2,1,1,1,1,2,2,1,2,3.0,0.0,5,1,72,69,5,2,1,4,3,3,0,9,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
154,15,2,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,3,3,3,3,6,2,2,2,1,2,2,2,4,1,1,2,2,2,2,1,2,6.0,0.0,1,1,58,55,1,2,1,1,1,1,3,9,1,2.0,1.0,2.0,1.0,1.0,1.0,2.0
155,5,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,3,2,2,2,2,1,2,2,2,4,2,2,2,2,2,1,1,2,4.0,0.0,1,2,42,49,1,1,1,1,1,1,1,8,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0
156,7,2,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1,2.0,2,1,3,2,2,4,5,2,2,1,2,1,2,1,4,2,2,2,2,2,2,1,2,4.0,0.0,1,2,28,38,1,1,1,3,2,1,1,8,1,1.0,1.0,1.0,3.0,2.0,1.0,1.0
157,7,2,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,2,2,2,2,3,2,2,1,2,1,2,2,2,2,1,1,2,2,2,1,1,2,5.0,0.0,2,1,42,43,2,2,1,1,1,3,1,12,1,1.0,1.0,1.0,2.0,1.0,1.0,2.0
158,15,2,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,2,2,3,5,1,2,2,1,2,1,1,5,2,2,1,2,2,1,1,2,4.0,0.0,5,2,61,68,5,1,1,4,3,3,1,5,1,1.0,1.0,1.0,2.0,1.0,2.0,2.0
159,5,1,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,2,1,2,3,5,2,1,1,1,1,1,2,7,1,2,2,2,2,2,1,2,8.0,0.0,1,2,34,38,3,1,1,4,2,1,5,6,1,1.0,1.0,1.0,2.0,1.0,2.0,2.0
160,15,2,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,3,1,1,1,1,2,5,1,2,2,2,1,1,1,3,2,2,2,2,2,2,1,2,4.0,0.0,1,1,49,49,1,2,1,1,1,1,1,11,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
161,15,3,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,4,1,4,4,4,2,5,2,2,2,2,2,1,2,0,2,2,2,2,2,2,1,2,5.0,0.0,1,2,39,40,3,1,1,4,3,1,2,6,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
162,14,2,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,2,1,2,2,1,2,1,2,2,2,2,4,2,2,1,2,2,1,1,2,5.0,0.0,1,1,49,46,1,2,1,1,1,2,1,9,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
163,15,2,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,3,2,2,3,15,2,2,2,2,2,1,1,1,2,1,2,2,2,2,1,2,5.0,0.0,1,1,54,46,1,2,1,1,1,3,0,9,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0
164,14,1,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,2,2,2,3,2,2,1,2,2,1,1,1,2,2,1,2,2,1,1,2,6.0,0.0,1,2,44,48,1,1,1,1,1,1,3,9,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
165,8,1,4,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1.0,2,1,1,1,2,3,5,2,1,1,1,1,1,2,5,1,1,1,1,1,2,1,2,3.0,0.0,1,1,50,48,1,2,1,1,1,1,0,12,2,1.0,1.0,1.0,2.0,1.0,1.0,2.0
166,11,2,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,3,1,2,4,2,3,7,1,2,1,1,1,1,1,6,2,2,2,2,2,2,1,2,3.0,1.0,1,2,46,52,6,1,3,1,1,3,0,3,1,1.0,1.0,1.0,2.0,1.0,1.0,2.0
167,13,1,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,2,2,4,28,2,2,2,2,1,2,2,6,2,1,1,1,2,2,1,2,4.0,0.0,1,1,51,55,1,2,1,1,1,1,1,12,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
168,10,1,4,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,2,2,2,1,6,1,2,1,1,1,2,1,6,2,2,2,1,2,2,1,6,4.0,0.0,1,1,36,44,1,2,1,1,1,2,1,6,1,1.0,2.0,3.0,2.0,2.0,2.0,1.0
169,12,2,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,4,12,1,2,2,2,1,1,2,6,1,1,2,2,2,1,1,2,5.0,0.0,1,2,44,47,1,1,1,4,3,1,2,12,1,1.0,1.0,1.0,2.0,1.0,1.0,2.0
170,13,2,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,2,2,2,2,3,1,2,2,1,1,1,1,5,2,2,2,2,2,1,1,2,5.0,0.0,1,2,51,50,1,1,1,1,1,1,2,8,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
171,11,2,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,2,2,2,4,1,1,1,1,1,2,1,5,2,2,2,2,2,1,1,2,5.0,0.0,1,2,39,52,1,1,4,1,1,2,2,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
172,6,2,4,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1,2.0,2,2,2,2,2,4,5,1,1,1,1,1,2,1,5,2,2,1,1,1,1,1,4,4.0,0.0,1,2,36,38,2,1,1,1,1,1,1,9,2,1.0,1.0,1.0,2.0,1.0,1.0,1.0
173,10,2,4,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2,1,2,2,3,3,6,2,1,1,1,2,1,1,7,2,1,1,1,2,1,1,2,5.0,0.0,1,2,44,50,1,1,1,1,1,3,1,8,1,1.0,1.0,1.0,2.0,1.0,2.0,2.0
174,11,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,2,2,2,2,4,13,1,2,2,1,2,1,2,6,2,1,2,2,2,1,1,2,4.0,0.0,1,2,48,64,1,1,1,1,2,3,1,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
175,11,3,3,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,3,1,2,2,2,2,2,2,2,2,2,1,1,1,5,2,1,1,2,2,1,1,2,5.0,0.0,1,1,58,57,1,2,1,1,1,1,2,9,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
176,6,2,4,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2.0,2,1,1,1,1,4,5,1,2,1,1,1,1,1,7,2,2,1,2,2,1,1,2,4.0,0.0,1,2,28,27,1,1,1,1,1,3,1,7,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0
177,11,1,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,1,1,1,1,1,4,20,1,2,2,2,1,1,1,3,2,2,1,2,2,2,1,2,4.0,0.0,1,2,52,53,1,1,1,4,3,1,1,12,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
178,10,1,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,3,2,3,3,3,4,2,2,1,2,1,1,1,7,1,1,1,1,1,2,1,2,4.0,0.0,1,1,42,41,1,2,1,1,1,1,1,10,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0
179,11,2,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2,1,1,1,1,3,2,1,1,2,1,2,1,1,3,2,1,2,1,2,2,1,2,5.0,0.0,1,2,44,51,3,1,1,1,1,1,2,8,1,1.0,1.0,1.0,3.0,2.0,2.0,1.0
